height,host,balance
335,m1,108.3012
335,m2,119.0808
335,m3,39.8537
335,ca,49.3566
344,c1,93.8438
344,c2,95.8596
344,c3,96.8104
344,c4,97.4258
344,c5,97.9306
344,m1,7.6635
344,m2,49.2211
344,m3,32.2178
344,ca,49.3566
352,c1,93.6752
352,c2,95.692
352,c3,96.7544
352,c4,97.3698
352,c5,97.8186
352,m1,7.4713
352,m2,20.7598
352,m3,26.2194
352,ca,49.3566
362,c1,93.4506
362,c2,95.58
362,c3,96.6426
362,c4,97.2578
362,c5,97.7628
362,m1,108.3999
362,m2,20.7598
362,m3,26.2194
362,ca,49.3566
370,c1,93.2258
370,c2,95.4126
370,c3,96.5308
370,c4,97.202
370,c5,97.707
370,m1,8.2998
370,m2,9.2347
370,m3,21.2247
370,ca,49.3566
378,c1,93.0012
378,c2,95.3006
378,c3,96.419
378,c4,97.0902
378,c5,97.651
378,m1,7.7101
378,m2,45.0603
378,m3,17.229
378,ca,49.3566
387,c1,92.8326
387,c2,95.1328
387,c3,96.307
387,c4,97.0342
387,c5,97.595
387,m1,7.0633
387,m2,19.6398
387,m3,94.295
387,ca,49.3566
395,c1,92.608
395,c2,95.0208
395,c3,96.195
395,c4,96.9222
395,c5,97.4832
395,m1,107.9321
395,m2,119.534
395,m3,94.295
395,ca,49.3566
404,c1,92.3832
404,c2,94.853
404,c3,96.083
404,c4,96.8102
404,c5,97.4274
404,m1,7.9484
404,m2,48.8628
404,m3,75.6852
404,ca,49.3566
412,c1,92.1584
412,c2,94.7412
412,c3,95.9712
412,c4,96.7544
412,c5,97.3716
412,m1,7.6657
412,m2,20.6999
412,m3,60.8736
412,ca,49.3566
421,c1,91.9336
421,c2,94.5732
421,c3,95.8594
421,c4,96.6424
421,c5,97.3156
421,m1,7.139
421,m2,9.3399
421,m3,48.9455
421,ca,49.3566
429,c1,91.7652
429,c2,94.4614
429,c3,95.7476
429,c4,96.5864
429,c5,97.2038
429,m1,108.3978
429,m2,109.4099
429,m3,48.8693
429,ca,49.3566
437,c1,91.5406
437,c2,94.2934
437,c3,95.6916
437,c4,96.4744
437,c5,97.1478
437,m1,7.4593
437,m2,44.9188
437,m3,39.4951
437,ca,49.3566
445,c1,91.316
445,c2,94.125
445,c3,95.5796
445,c4,96.4184
445,c5,97.092
445,m1,6.933
445,m2,19.0622
445,m3,31.9511
445,ca,49.3566
453,c1,91.0916
453,c2,94.0128
453,c3,95.4678
453,c4,96.3066
453,c5,97.036
453,m1,108.284
453,m2,118.9272
453,m3,31.8453
453,ca,49.3566
462,c1,90.8668
462,c2,93.8442
462,c3,95.3558
462,c4,96.2506
462,c5,96.98
462,m1,7.5769
462,m2,48.7587
462,m3,25.7252
462,ca,49.3566
471,c1,90.6982
471,c2,93.732
471,c3,95.244
471,c4,96.1386
471,c5,96.868
471,m1,7.2701
471,m2,20.7704
471,m3,21.1058
471,ca,49.3566
479,c1,90.4736
479,c2,93.5634
479,c3,95.132
479,c4,96.0826
479,c5,96.812
479,m1,108.3143
479,m2,20.833
479,m3,21.0002
479,ca,49.3566
487,c1,90.2488
487,c2,93.451
487,c3,95.02
487,c4,95.9706
487,c5,96.756
487,m1,7.2587
487,m2,10.4738
487,m3,17.155
487,ca,49.3566
495,c1,90.024
495,c2,93.2826
495,c3,94.9082
495,c4,95.9148
495,c5,96.7
495,m1,7.7032
495,m2,45.1899
495,m3,94.1873
495,ca,49.3566
504,c1,89.7992
504,c2,93.1702
504,c3,94.7962
504,c4,95.803
504,c5,96.6442
504,m1,108.5472
504,m2,45.0843
504,m3,94.1111
504,ca,49.3566
513,c1,89.6306
513,c2,93.002
513,c3,94.7402
513,c4,95.747
513,c5,96.5324
513,m1,6.8572
513,m2,19.7111
513,m3,76.1389
513,ca,49.3566
522,c1,89.4062
522,c2,92.89
522,c3,94.6282
522,c4,95.6352
522,c5,96.4764
522,m1,7.4754
522,m2,49.0392
522,m3,61.2659
522,ca,49.3566
530,c1,89.1814
530,c2,92.7216
530,c3,94.5162
530,c4,95.5794
530,c5,96.4204
530,m1,7.0735
530,m2,20.8334
530,m3,49.5021
530,ca,49.3566
540,c1,88.9568
540,c2,92.6092
540,c3,94.4042
540,c4,95.4674
540,c5,96.3646
540,m1,108.2891
540,m2,20.7546
540,m3,49.3965
540,ca,49.3566
549,c1,88.7884
549,c2,92.4408
549,c3,94.2924
549,c4,95.4116
549,c5,96.2526
549,m1,8.3009
549,m2,9.1148
549,m3,39.7664
549,ca,49.3566
558,c1,88.5638
558,c2,92.3284
558,c3,94.1802
558,c4,95.2998
558,c5,96.1966
558,m1,7.114
558,m2,45.2887
558,m3,32.0917
558,ca,49.3566
