run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run4-tbt-3s/continentale,continentale,3,23,2,0.256527,0.256527,0.800768,m2,0.756527,0.43785,0.223861,-0.181323
run4-tbt-3s/continentale,continentale,3,24,3,0.296012,0.296012,0.859763,m1,0.576603,0.296004,0.216668,7e-06
run4-tbt-3s/continentale,continentale,3,25,2,0.267469,0.267469,0.782397,m1,0.767469,0.381621,0.216986,-0.114152
run4-tbt-3s/continentale,continentale,3,26,3,0.403187,0.403187,0.724978,m1,0.666667,0.403191,0.274277,-4e-06
run4-tbt-3s/continentale,continentale,3,27,3,0.381627,0.381627,0.755233,m1,0.682784,0.381621,0.216986,5e-06
run4-tbt-3s/continentale,continentale,3,28,2,0.218845,0.218845,0.85702,m1,0.718845,0.363017,0.199512,-0.144172
run4-tbt-3s/continentale,continentale,3,29,3,0.382722,0.382722,0.758069,m1,0.657542,0.382716,0.198152,6e-06
run4-tbt-3s/continentale,continentale,3,30,2,0.386367,0.386367,0.510777,m1,0.886367,0.391998,0.289062,-0.005631
run4-tbt-3s/continentale,continentale,3,31,3,0.387328,0.387328,0.746952,m1,0.689197,0.387322,0.217341,6e-06
run4-tbt-3s/continentale,continentale,3,32,2,0.241822,0.241822,0.823984,m1,0.741822,0.353989,0.163691,-0.112166
run4-tbt-3s/continentale,continentale,3,33,3,0.394578,0.394578,0.740665,m1,0.665741,0.394575,0.199512,3e-06
run4-tbt-3s/continentale,continentale,3,34,3,0.391996,0.391996,0.745861,m1,0.67446,0.391998,0.289062,-2e-06
run4-tbt-3s/continentale,continentale,3,35,3,0.353994,0.353994,0.792822,m1,0.652032,0.353989,0.163691,5e-06
run4-tbt-3s/continentale,continentale,3,36,2,0.243848,0.243848,0.820885,m1,0.743848,0.374321,0.217341,-0.130473
run4-tbt-3s/continentale,continentale,3,37,2,0.415056,0.415056,0.419365,m1,0.915056,0.403191,0.274277,0.011865
run4-tbt-3s/continentale,continentale,3,38,3,0.39564,0.39564,0.727859,m1,0.707856,0.395635,0.216986,6e-06
run4-tbt-3s/continentale,continentale,3,39,2,0.217416,0.217416,0.858948,m1,0.717416,0.347598,0.198152,-0.130182
run4-tbt-3s/continentale,continentale,3,40,2,0.425229,0.425229,0.383483,m1,0.925229,0.426951,0.289062,-0.001722
run4-tbt-3s/continentale,continentale,3,41,3,0.368304,0.368304,0.767676,m1,0.67839,0.368299,0.163691,5e-06
run4-tbt-3s/continentale,continentale,3,42,2,0.218845,0.218845,0.85702,m1,0.718845,0.363017,0.199512,-0.144172
run4-tbt-3s/continentale,continentale,3,43,3,0.402072,0.402072,0.731302,m1,0.680879,0.402064,0.234787,8e-06
run4-tbt-3s/continentale,continentale,3,44,2,0.375305,0.375305,0.542707,m1,0.875305,0.372117,0.261024,0.003189
run4-tbt-3s/continentale,continentale,3,45,0,0.0,0.0,0.0,,,0.395635,0.216986,-0.395635
