height,host,balance
192,c5,98.2668
192,m1,108.6797
192,m2,20.7652
192,m3,32.3028
192,ca,49.3568
197,c1,94.746
197,c2,96.4222
197,c3,97.2602
197,c4,97.7648
197,c5,98.1548
197,m1,7.6606
197,m2,9.3493
197,m3,26.2034
197,ca,49.3568
202,c1,94.5222
202,c2,96.2542
202,c3,97.1484
202,c4,97.7088
202,c5,98.0988
202,m1,107.8844
202,m2,110.2043
202,m3,26.2034
202,ca,49.3568
207,c1,94.2982
207,c2,96.1422
207,c3,97.0364
207,c4,97.5968
207,c5,98.0428
207,m1,7.7874
207,m2,45.3487
207,m3,21.3177
207,ca,49.3568
213,c1,94.0736
213,c2,95.9744
213,c3,96.9246
213,c4,97.541
213,c5,97.9868
213,m1,108.218
213,m2,45.5231
213,m3,21.3177
213,ca,49.3568
217,c1,93.8488
217,c2,95.8624
217,c3,96.8128
217,c4,97.4292
217,c5,97.9308
217,m1,7.3243
217,m2,19.4314
217,m3,17.409
217,ca,49.3568
225,c1,93.6802
225,c2,95.6944
225,c3,96.7568
225,c4,97.3732
225,c5,97.8188
225,m1,108.6829
225,m2,119.2962
225,m3,117.3034
225,ca,49.3568
230,c1,93.4554
230,c2,95.5828
230,c3,96.6448
230,c4,97.2614
230,c5,97.763
230,m1,7.0823
230,m2,48.9405
230,m3,94.9371
230,ca,49.3568
235,c1,93.231
235,c2,95.4148
235,c3,96.533
235,c4,97.2054
235,c5,97.707
235,m1,107.5065
235,m2,49.1153
235,m3,94.8317
235,ca,49.3568
240,c1,93.0066
240,c2,95.3028
240,c3,96.4212
240,c4,97.0934
240,c5,97.651
240,m1,108.0665
240,m2,49.1153
240,m3,94.8317
240,ca,49.3568
245,c1,92.838
245,c2,95.135
245,c3,96.3092
245,c4,97.0374
245,c5,97.5952
245,m1,6.8573
245,m2,21.7694
245,m3,76.1442
245,ca,49.3568
250,c1,92.6138
250,c2,95.023
250,c3,96.1972
250,c4,96.9258
250,c5,97.4832
250,m1,107.5879
250,m2,21.8256
250,m3,76.1442
250,ca,49.3568
256,c1,92.3894
256,c2,94.8552
256,c3,96.0852
256,c4,96.8142
256,c5,97.4272
256,m1,8.069
256,m2,9.6692
256,m3,61.2406
256,ca,49.3568
262,c1,92.165
262,c2,94.7436
262,c3,95.9732
262,c4,96.7582
262,c5,97.3712
262,m1,108.7688
262,m2,109.5636
262,m3,61.4086
262,ca,49.3568
267,c1,91.9406
267,c2,94.5756
267,c3,95.8614
267,c4,96.6462
267,c5,97.3154
267,m1,7.4456
267,m2,45.1482
267,m3,49.4817
267,ca,49.3568
272,c1,91.7722
272,c2,94.4636
272,c3,95.7494
272,c4,96.5902
272,c5,97.2036
272,m1,108.4598
272,m2,45.0132
272,m3,49.3761
272,ca,49.3568
277,c1,91.5478
277,c2,94.296
277,c3,95.6934
277,c4,96.4782
277,c5,97.1476
277,m1,7.0236
277,m2,19.2721
277,m3,39.8559
277,ca,49.3568
282,c1,91.3232
282,c2,94.1274
282,c3,95.5814
282,c4,96.4222
282,c5,97.0916
282,m1,108.137
282,m2,119.1959
282,m3,39.7501
282,ca,49.3568
287,c1,91.0984
287,c2,94.015
287,c3,95.4694
287,c4,96.3102
287,c5,97.0356
287,m1,108.8742
287,m2,119.1959
287,m3,39.7501
287,ca,49.3568
292,c1,90.8738
292,c2,93.8466
292,c3,95.3574
292,c4,96.2542
292,c5,96.9798
292,m1,8.0591
292,m2,48.8332
292,m3,32.1549
292,ca,49.3568
298,c1,90.7054
298,c2,93.7344
298,c3,95.2456
298,c4,96.1424
298,c5,96.8678
298,m1,108.6021
298,m2,48.7836
298,m3,32.1549
298,ca,49.3568
303,c1,90.4806
303,c2,93.566
303,c3,95.1336
303,c4,96.0866
303,c5,96.8118
303,m1,7.0275
303,m2,21.507
303,m3,26.0787
303,ca,49.3568
308,c1,90.2564
308,c2,93.4536
308,c3,95.0216
308,c4,95.9746
308,c5,96.7558
308,m1,106.9215
308,m2,22.3808
308,m3,25.9729
308,ca,49.3568
313,c1,90.0316
313,c2,93.2852
313,c3,94.9096
313,c4,95.9186
313,c5,96.6998
313,m1,7.2039
313,m2,10.015
313,m3,21.1331
313,ca,49.3568
318,c1,89.807
318,c2,93.173
318,c3,94.798
318,c4,95.8066
318,c5,96.6438
318,m1,107.2659
318,m2,110.9116
318,m3,21.0569
318,ca,49.3568
323,c1,89.6384
323,c2,93.0048
323,c3,94.7422
323,c4,95.7506
323,c5,96.5318
323,m1,107.7703
323,m2,110.9116
323,m3,21.5127
323,ca,49.3568
328,c1,89.4138
328,c2,92.8924
328,c3,94.6302
328,c4,95.6386
328,c5,96.4758
328,m1,7.9957
328,m2,45.5194
328,m3,17.5043
328,ca,49.3568
333,c1,89.189
333,c2,92.724
333,c3,94.5182
333,c4,95.5826
333,c5,96.4198
333,m1,108.8021
333,m2,45.4138
333,m3,117.5043
333,ca,49.3568
338,c1,88.965
338,c2,92.6116
338,c3,94.4062
338,c4,95.4706
338,c5,96.364
338,m1,6.9979
338,m2,19.3203
338,m3,94.3582
338,ca,49.3568
343,c1,88.7966
343,c2,92.4432
343,c3,94.2942
343,c4,95.4146
343,c5,96.252
343,m1,107.2001
343,m2,119.7327
343,m3,94.9668
343,ca,49.3568
348,c1,88.572
348,c2,92.331
348,c3,94.182
348,c4,95.3028
348,c5,96.1962
348,m1,107.8171
348,m2,119.7327
348,m3,94.9668
348,ca,49.3568
354,c1,88.3476
354,c2,92.1628
354,c3,94.0696
354,c4,95.2468
354,c5,96.1402
354,m1,7.6227
354,m2,49.0547
354,m3,76.3282
354,ca,49.3568
359,c1,88.1232
359,c2,92.0508
359,c3,93.9576
359,c4,95.1348
359,c5,96.0842
359,m1,108.2159
359,m2,49.0547
359,m3,76.4964
359,ca,49.3568
365,c1,87.8986
365,c2,91.8822
365,c3,93.8456
365,c4,95.079
365,c5,96.0282
365,m1,6.9286
365,m2,21.6909
365,m3,61.5787
365,ca,49.3568
370,c1,87.7302
370,c2,91.7698
370,c3,93.7894
370,c4,94.9672
370,c5,95.9162
370,m1,107.548
370,m2,21.6977
370,m3,61.5589
370,ca,49.3568
376,c1,87.5056
376,c2,91.6014
376,c3,93.677
376,c4,94.9112
376,c5,95.8602
376,m1,8.0696
376,m2,9.5249
376,m3,49.6019
376,ca,49.3568
381,c1,87.281
381,c2,91.4892
381,c3,93.5646
381,c4,94.7992
381,c5,95.8042
381,m1,108.9888
381,m2,109.4753
381,m3,49.4961
381,ca,49.3568
387,c1,87.0564
387,c2,91.321
387,c3,93.4522
387,c4,94.7432
387,c5,95.7482
387,m1,7.8941
387,m2,44.9451
387,m3,39.9517
387,ca,49.3568
392,c1,86.8882
392,c2,91.2088
392,c3,93.34
392,c4,94.6312
392,c5,95.6922
392,m1,108.3629
392,m2,45.1023
392,m3,39.8755
392,ca,49.3568
398,c1,86.6636
398,c2,91.0404
398,c3,93.228
398,c4,94.5752
398,c5,95.5806
398,m1,7.4366
398,m2,19.1957
398,m3,32.3114
398,ca,49.3568
403,c1,86.439
403,c2,90.8718
403,c3,93.1156
403,c4,94.4636
403,c5,95.5246
403,m1,108.3558
403,m2,119.0899
403,m3,32.2056
403,ca,49.3568
409,c1,86.2148
409,c2,90.7594
409,c3,93.0036
409,c4,94.4078
409,c5,95.4686
409,m1,108.972
409,m2,119.2021
409,m3,32.2056
409,ca,49.3568
415,c1,85.9902
415,c2,90.5912
415,c3,92.8912
415,c4,94.2958
415,c5,95.4126
415,m1,7.6692
415,m2,48.8128
415,m3,26.4169
415,ca,49.3568
420,c1,85.8216
420,c2,90.479
420,c3,92.835
420,c4,94.2396
420,c5,95.3568
420,m1,108.4438
420,m2,48.8128
420,m3,26.4169
420,ca,49.3568
424,c1,85.5972
424,c2,90.3108
424,c3,92.723
424,c4,94.1272
424,c5,95.2452
424,m1,7.6924
424,m2,20.9043
424,m3,21.4883
424,ca,49.3568
429,c1,85.3728
429,c2,90.1984
429,c3,92.6108
429,c4,94.071
429,c5,95.1892
429,m1,107.6958
429,m2,21.7249
429,m3,21.3827
429,ca,49.3568
