height,host,balance
294,ca,49.3568
305,c1,97.2574
305,c2,98.0982
305,c3,98.545
305,c4,98.7694
305,c5,98.9934
305,m1,7.3679
305,m2,45.6974
305,m3,21.1686
305,ca,49.3568
315,c1,97.0338
315,c2,97.9862
315,c3,98.433
315,c4,98.7134
315,c5,98.9374
315,m1,6.9875
315,m2,19.414
315,m3,17.2897
315,ca,49.3568
327,c1,96.8104
327,c2,97.8182
327,c3,98.321
327,c4,98.6018
327,c5,98.8254
327,m1,7.5044
327,m2,48.9651
327,m3,94.1258
327,ca,49.3568
341,c1,96.5866
341,c2,97.6504
341,c3,98.209
341,c4,98.546
341,c5,98.7694
341,m1,7.4441
341,m2,20.5338
341,m3,75.8743
341,ca,49.3568
352,c1,96.4186
352,c2,97.5386
352,c3,98.0972
352,c4,98.434
352,c5,98.7134
352,m1,7.9007
352,m2,9.1839
352,m3,61.2146
352,ca,49.3568
364,c1,96.1946
364,c2,97.3706
364,c3,97.9852
364,c4,98.378
364,c5,98.6574
364,m1,7.4785
364,m2,44.9209
364,m3,49.2418
364,ca,49.3568
375,c1,95.9708
375,c2,97.2588
375,c3,97.8734
375,c4,98.266
375,c5,98.6014
375,m1,7.5619
375,m2,19.0572
375,m3,39.7534
375,ca,49.3568
388,c1,95.7468
388,c2,97.0908
388,c3,97.7616
388,c4,98.21
388,c5,98.4894
388,m1,7.4451
388,m2,48.8928
388,m3,32.073
388,ca,49.3568
399,c1,95.5228
399,c2,96.979
399,c3,97.6496
399,c4,98.098
399,c5,98.4334
399,m1,7.619
399,m2,20.6699
399,m3,26.0132
399,ca,49.3568
412,c1,95.3548
412,c2,96.811
412,c3,97.5938
412,c4,98.042
412,c5,98.3776
412,m1,7.6149
412,m2,9.4476
412,m3,21.1044
412,ca,49.3568
424,c1,95.1308
424,c2,96.6994
424,c3,97.4818
424,c4,97.93
424,c5,98.3216
424,m1,7.1131
424,m2,44.9359
424,m3,17.7945
424,ca,49.3568
435,c1,94.9068
435,c2,96.5316
435,c3,97.37
435,c4,97.874
435,c5,98.2656
435,m1,7.4635
435,m2,19.3172
435,m3,94.5061
435,ca,49.3568
446,c1,94.6828
446,c2,96.4196
446,c3,97.258
446,c4,97.762
446,c5,98.1536
446,m1,7.0114
446,m2,48.8394
446,m3,75.8752
446,ca,49.3568
457,c1,94.459
457,c2,96.2518
457,c3,97.146
457,c4,97.6504
457,c5,98.0976
457,m1,7.0601
457,m2,20.6247
457,m3,61.0558
457,ca,49.3568
468,c1,94.2912
468,c2,96.14
468,c3,97.0342
468,c4,97.5944
468,c5,98.0416
468,m1,7.0891
468,m2,9.4796
468,m3,49.1833
468,ca,49.3568
480,c1,94.0664
480,c2,95.972
480,c3,96.9222
480,c4,97.4824
480,c5,97.9856
480,m1,7.0297
480,m2,44.9164
480,m3,39.617
480,ca,49.3568
491,c1,93.8416
491,c2,95.86
491,c3,96.8104
491,c4,97.4264
491,c5,97.8736
491,m1,108.1945
491,m2,44.8404
491,m3,39.617
491,ca,49.3568
502,c1,93.6168
502,c2,95.6924
502,c3,96.6986
502,c4,97.3144
502,c5,97.8176
502,m1,7.2217
502,m2,19.7004
502,m3,31.9426
502,ca,49.3568
513,c1,93.392
513,c2,95.5246
513,c3,96.5866
513,c4,97.2584
513,c5,97.7618
513,m1,7.9948
513,m2,48.7741
513,m3,25.8327
513,ca,49.3568
523,c1,93.2236
523,c2,95.4128
523,c3,96.5308
523,c4,97.1466
523,c5,97.7058
523,m1,7.0882
523,m2,21.4248
523,m3,21.0212
523,ca,49.3568
535,c1,92.9988
535,c2,95.245
535,c3,96.4188
535,c4,97.0906
535,c5,97.6498
535,m1,8.0115
535,m2,9.3984
535,m3,17.2121
535,ca,49.3568
547,c1,92.774
547,c2,95.1332
547,c3,96.307
547,c4,96.9788
547,c5,97.5378
547,m1,7.1498
547,m2,45.7185
547,m3,94.0637
547,ca,49.3568
559,c1,92.5492
559,c2,94.9654
559,c3,96.1952
559,c4,96.9228
559,c5,97.4818
559,m1,7.5528
559,m2,19.1731
559,m3,75.8736
559,ca,49.3568
571,c1,92.3248
571,c2,94.8536
571,c3,96.0832
571,c4,96.8108
571,c5,97.4258
571,m1,7.9964
571,m2,48.7182
571,m3,60.8887
571,ca,49.3568
583,c1,92.1562
583,c2,94.6858
583,c3,95.9714
583,c4,96.755
583,c5,97.37
583,m1,6.9287
583,m2,21.5057
583,m3,48.9602
583,ca,49.3568
594,c1,91.9316
594,c2,94.5738
594,c3,95.8594
594,c4,96.643
594,c5,97.258
594,m1,7.7071
594,m2,9.4671
594,m3,39.4174
594,ca,49.3568
604,c1,91.707
604,c2,94.4058
604,c3,95.7474
604,c4,96.587
604,c5,97.2022
604,m1,7.6384
604,m2,44.9864
604,m3,31.8887
604,ca,49.3568
616,c1,91.4826
616,c2,94.2938
616,c3,95.6358
616,c4,96.4752
616,c5,97.1464
616,m1,7.1007
616,m2,19.219
616,m3,26.3116
616,ca,49.3568
627,c1,91.2578
627,c2,94.1252
627,c3,95.5238
627,c4,96.4192
627,c5,97.0904
627,m1,7.4929
627,m2,48.8002
627,m3,21.4041
627,ca,49.3568
637,c1,91.0892
637,c2,94.0128
637,c3,95.468
637,c4,96.3072
637,c5,97.0344
637,m1,108.1191
637,m2,48.9124
637,m3,21.3279
637,ca,49.3568
651,c1,90.8646
651,c2,93.8442
651,c3,95.356
651,c4,96.2514
651,c5,96.9224
651,m1,8.083
651,m2,20.7264
651,m3,17.3409
651,ca,49.3568
661,c1,90.64
661,c2,93.676
661,c3,95.2442
661,c4,96.1394
661,c5,96.8664
661,m1,102.5035
661,m2,10.0432
661,m3,114.2277
661,ca,49.3568
674,c1,90.4152
674,c2,93.5636
674,c3,95.1324
674,c4,96.0834
674,c5,96.8104
674,m1,7.8794
674,m2,105.1225
674,m3,91.6204
674,ca,49.3568
686,c1,90.1908
686,c2,93.3952
686,c3,95.0204
686,c4,95.9714
686,c5,96.7544
686,m1,103.2284
686,m2,43.0982
686,m3,73.5749
686,ca,49.3568
